Customer_ID,Outstanding_Debt_clean_mean,Outstanding_Debt_clean_std,Outstanding_Debt_clean_min,Outstanding_Debt_clean_max,Delay_from_due_date_clean_mean,Delay_from_due_date_clean_std,Delay_from_due_date_clean_min,Delay_from_due_date_clean_max,Num_of_Delayed_Payment_clean_mean,Num_of_Delayed_Payment_clean_std,Num_of_Delayed_Payment_clean_min,Num_of_Delayed_Payment_clean_max,Changed_Credit_Limit_clean_mean,Changed_Credit_Limit_clean_std,Changed_Credit_Limit_clean_min,Changed_Credit_Limit_clean_max,Num_Credit_Inquiries_clean_mean,Num_Credit_Inquiries_clean_std,Num_Credit_Inquiries_clean_min,Num_Credit_Inquiries_clean_max,Monthly_Balance_clean_mean,Monthly_Balance_clean_std,Monthly_Balance_clean_min,Monthly_Balance_clean_max
CUS_0x1032,1852.86,0.0,1852.86,1852.86,23.625,3.0207614933986435,18,28,9.0,0.0,9.0,9.0,8.025,1.0606601717798212,7.65,10.65,7.5,2.0701966780270626,5.0,9.0,385.04132750745623,184.24381945291233,144.87301539519225,556.2079728767202
CUS_0x1037,665.82,0.0,665.82,665.82,11.75,1.9086270308410551,8,13,15.25,0.4629100498862759,15.0,16.0,0.5,0.0,0.5,0.5,2.875,0.3535533905932739,2.0,3.0,266.5964122974934,36.97800623167841,218.21246332264585,317.90592884869864
CUS_0x1038,568.21,0.0,568.21,568.21,25.375,1.0606601717798212,25,28,13.5,1.690308509457033,11.0,16.0,8.485,0.353553390593274,7.6099999999999985,8.61,9.25,1.0350983390135313,8.0,10.0,573.2623731116023,333.64742336774873,32.34364544550715,935.8485267215268
CUS_0x103e,706.96,0.0,706.96,706.96,6.125,0.8345229603962802,5,8,17.5,1.6903085094570331,15.0,20.0,9.26,2.5071326821120348,3.76,10.76,3.0,1.8516401995451028,0.0,4.0,657.8223382682359,280.8185204448354,147.7376071067124,957.5304578980373
CUS_0x1041,4913.15,0.0,4913.15,4913.15,48.875,1.642080561796092,46,50,16.875,1.642080561796093,14.0,20.0,18.23,0.7071067811865476,16.48,18.48,9.625,1.0606601717798212,7.0,10.0,260.3060308966855,12.70444747722561,245.2206457267369,278.98020196820426
CUS_0x1044,154.96,0.0,154.96,154.96,2.0,1.8516401995451028,1,5,4.0,0.9258200997725514,3.0,6.0,10.58,1.9272482233188628,9.58,14.58,4.0,1.8516401995451028,1.0,5.0,380.87104967400745,45.61563357786203,320.4752095233313,444.8990241487216
CUS_0x1048,1835.67,0.0,1835.67,1835.67,9.25,1.2817398889233114,7,11,8.125,1.5526475085202969,5.0,10.0,13.84,1.4142135623730951,10.34,14.34,7.0,0.0,7.0,7.0,213.00586986038977,118.57086107134776,11.384131646014113,339.883802128996
CUS_0x104a,1122.46,0.0,1122.46,1122.46,1.75,1.5811388300841898,0,5,6.25,0.7071067811865476,6.0,8.0,0.005000000000000018,1.7677669529663689,-4.37,0.63,4.0,0.0,4.0,4.0,296.74003646270313,45.962786337083585,225.44328586290104,344.2333981323543
CUS_0x104e,1127.57,0.0,1127.57,1127.57,5.625,1.5979898086569353,4,9,17.0,0.5345224838248489,16.0,18.0,9.07,2.659215781283755,5.32,12.32,4.125,2.5877458475338284,1.0,6.0,285.44553454740606,52.154807255742284,188.62878572559632,341.81711055039415
CUS_0x104f,177.98,0.0,177.98,177.98,29.375,1.1877349391654204,27,30,19.125,1.3562026818605373,17.0,22.0,15.440000000000001,1.9272482233188633,11.44,16.44,7.0,0.0,7.0,7.0,270.6586223692533,40.484796102374695,219.91354399412685,315.3302934902008
CUS_0x1051,1000.44,0.0,1000.44,1000.44,5.25,2.187627547301936,1,8,11.125,0.83452296039628,10.0,13.0,1.36,2.138089935299395,-2.64,5.36,3.75,2.3145502494313783,0.0,5.0,371.2827552335792,88.14565432511968,281.1613493960681,479.80779827907935
CUS_0x1056,2107.76,0.0,2107.76,2107.76,25.625,2.3260942125619692,24,29,16.125,1.959409532049315,13.0,19.0,1.7049999999999998,2.4748737341529163,0.83,7.83,8.5,1.4142135623730951,8.0,12.0,267.094606613829,36.74717166077494,210.7532520752824,313.92536728627937
CUS_0x1057,718.53,0.0,718.53,718.53,16.75,1.752549163769329,16,21,20.0,0.5345224838248487,19.0,21.0,11.01,2.6592157812837547,7.26,16.259999999999998,4.0,0.0,4.0,4.0,594.7130456591419,131.19107108355223,386.22021550479445,759.3959039697244
CUS_0x105b,180.7,0.0,180.7,180.7,3.875,1.807721533549109,3,8,12.125,0.8345229603962805,11.0,14.0,8.51,0.0,8.51,8.51,0.0,0.0,0.0,0.0,422.30491917128285,50.10258241664775,317.5245156686138,475.8684898710022
CUS_0x105c,542.91,0.0,542.91,542.91,5.625,1.0606601717798212,3,6,6.0,0.0,6.0,6.0,9.595,1.0606601717798212,9.22,12.22,0.0,0.0,0.0,0.0,719.8887497976697,268.5723646106904,279.06622612571016,978.022323339705
CUS_0x1063,583.11,0.0,583.11,583.11,9.125,2.2320714274285347,6,11,16.125,1.8850918886280932,14.0,20.0,10.67,0.0,10.67,10.67,11.0,1.8516401995451026,8.0,12.0,795.3324631812302,135.15323292512838,504.8240189817053,915.1593115745644
CUS_0x1069,208.8,0.0,208.8,208.8,8.375,1.7677669529663689,4,9,17.625,1.597989808656934,15.0,20.0,11.685,2.4748737341529163,5.5600000000000005,12.56,5.0,0.0,5.0,5.0,355.71543397269346,158.9942305838211,44.04181413945179,495.40135939526834
CUS_0x106f,767.91,0.0,767.91,767.91,3.0,1.6035674514745464,0,6,7.375,1.0606601717798214,7.0,10.0,9.695,1.7677669529663689,5.32,10.32,6.0,2.138089935299395,4.0,8.0,656.9094490697127,264.3361441398145,171.43675756534392,980.3634300720128
CUS_0x1075,413.18,0.0,413.18,413.18,26.5,1.4142135623730954,23,27,10.625,1.5059406173077154,8.0,13.0,7.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,328.46749171883016,47.22765796470835,259.1115103930169,388.50818831145307
CUS_0x107c,1920.25,0.0,1920.25,1920.25,27.125,0.35355339059327384,27,28,16.625,1.060660171779822,16.0,19.0,6.125,1.7677669529663689,5.5,10.5,7.0,0.0,7.0,7.0,256.3282600887655,121.9413852600223,45.080530624405014,398.58982957929
CUS_0x107e,989.71,0.0,989.71,989.71,8.75,0.7071067811865476,7,9,9.625,1.1877349391654208,8.0,11.0,15.155,3.997767233987349,7.5299999999999985,20.53,8.0,0.0,8.0,8.0,317.47644497596406,168.4127603020854,86.02585346572596,535.2162594450064
CUS_0x1087,1027.64,0.0,1027.64,1027.64,9.125,1.807721533549109,5,10,10.375,0.9161253813129044,9.0,11.0,4.81,0.0,4.81,4.81,5.5,1.6035674514745466,4.0,7.0,365.80963365245157,79.30974862687937,253.0545937241229,475.084851049353
CUS_0x108a,4882.12,0.0,4882.12,4882.12,15.75,1.7525491637693285,15,20,15.25,0.7071067811865475,15.0,17.0,24.61,0.0,24.61,24.61,13.75,2.3145502494313788,10.0,15.0,159.26924941158828,93.67676042490226,9.122717747533782,290.290094219108
CUS_0x1096,752.86,0.0,752.86,752.86,19.125,0.83452296039628,18,21,19.875,0.35355339059327373,19.0,20.0,18.51,0.0,18.51,18.51,3.0,0.0,3.0,3.0,309.1935065320298,39.47637275456612,223.51698291486485,352.1357474174279
CUS_0x1098,1859.53,0.0,1859.53,1859.53,22.5,0.7559289460184548,22,24,13.0,1.927248223318863,10.0,16.0,14.205,2.669269563007828,8.58,15.58,8.0,0.0,8.0,8.0,327.58777622986105,21.208765876948075,296.0876384689243,349.3243749457843
CUS_0x109b,583.6,0.0,583.6,583.6,24.875,0.35355339059327334,24,25,12.0,0.0,12.0,12.0,9.245,2.642374473299131,3.3699999999999988,12.37,1.0,0.0,1.0,1.0,334.84962928168227,62.60994754489077,236.19655322513248,404.52892540352053
CUS_0x109d,2950.8,0.0,2950.8,2950.8,35.625,1.7677669529663687,35,40,18.125,1.3562026818605377,16.0,21.0,16.41,3.2403703492039297,9.66,21.66,11.0,0.0,11.0,11.0,356.660544510635,63.50241191873574,271.94102875609155,431.1787807832567
CUS_0x109f,942.71,0.0,942.71,942.71,16.375,1.407885953173359,13,17,0.875,0.3535533905932738,0.0,1.0,11.1,0.7071067811865476,10.85,12.85,0.0,0.0,0.0,0.0,579.8952294881349,333.61730461852176,81.1419359951725,883.2014402950034
CUS_0x10a9,836.66,0.0,836.66,836.66,9.0,1.0690449676496976,7,11,9.5,1.6903085094570334,7.0,12.0,7.52,2.052872551885702,6.27,11.27,4.0,0.0,4.0,4.0,333.0432882244938,37.93980429377861,257.3585142255223,367.9472705746265
CUS_0x10aa,444.51,0.0,444.51,444.51,9.375,1.0606601717798212,9,12,9.625,2.0658792662827956,7.0,13.0,11.605,1.5059406173077152,7.98,12.98,4.0,0.0,4.0,4.0,814.5054562191765,370.3374709603526,32.508989201011445,1065.9287572525986
CUS_0x10ac,853.41,0.0,853.41,853.41,25.875,2.4748737341529163,23,31,11.375,1.1877349391654208,10.0,14.0,11.825,3.0207614933986435,7.449999999999998,18.45,0.625,0.5175491695067657,0.0,1.0,286.4599342558648,25.044579680494497,245.6961060712956,319.6470136821514
CUS_0x10b3,260.29,0.0,260.29,260.29,8.375,1.5059406173077154,6,11,0.375,1.0606601717798212,0.0,3.0,10.97,0.7071067811865476,10.72,12.72,3.0,0.0,3.0,3.0,823.664277077454,116.17994912648568,585.4336822156828,926.007628092872
CUS_0x10b6,277.93,0.0,277.93,277.93,6.0,0.0,6,6,12.375,1.0606601717798212,12.0,15.0,1.23,0.0,1.23,1.23,1.0,0.0,1.0,1.0,310.6910211542845,28.805566077051203,250.93768809507503,336.3403083856024
CUS_0x10bb,133.63,0.0,133.63,133.63,14.0,1.4142135623730951,11,16,3.375,1.0606601717798212,3.0,6.0,8.285,2.4748737341529163,7.41,14.41,0.0,0.0,0.0,0.0,408.3520632341477,108.4683677558355,230.57916826614724,518.5411728558073
CUS_0x10c0,1388.56,0.0,1388.56,1388.56,59.125,1.726888200533798,57,63,24.625,1.1877349391654208,23.0,26.0,5.325,1.0606601717798212,4.95,7.95,8.0,0.0,8.0,8.0,415.8802542253486,41.671982611733526,345.42018866119605,460.9307329560994
CUS_0x10c5,1134.83,0.0,1134.83,1134.83,10.0,0.0,10,10,5.25,0.7071067811865476,5.0,7.0,6.54,2.267786838055363,5.04,12.04,0.0,0.0,0.0,0.0,829.110279362188,411.7601156077304,218.47698647398445,1329.976214128148
CUS_0x10d7,4912.8,0.0,4912.8,4912.8,37.625,1.7677669529663695,37,42,19.625,1.5059406173077154,17.0,22.0,16.885,1.0606601717798212,14.260000000000002,17.26,13.5,0.9258200997725521,12.0,14.0,243.73644913943338,31.092321482507863,211.47204376821247,290.8043837707604
CUS_0x10dd,1336.91,0.0,1336.91,1336.91,27.875,2.5877458475338284,23,31,18.625,1.5059406173077154,16.0,21.0,2.41,0.0,2.41,2.41,2.125,1.5526475085202969,1.0,4.0,590.2483930567583,120.64898802682944,315.81727280201426,698.8109189820558
CUS_0x10df,2328.08,0.0,2328.08,2328.08,13.625,2.3867192066576606,10,18,17.375,1.1877349391654204,15.0,18.0,11.5,0.0,11.5,11.5,13.5,1.4142135623730956,10.0,14.0,282.9080140389792,20.12542027827936,260.9159334781246,316.4117145131616
CUS_0x10e2,2504.1,0.0,2504.1,2504.1,41.75,2.3145502494313788,38,43,23.375,1.1877349391654202,21.0,24.0,6.91,1.4142135623730951,6.41,10.41,10.75,0.7071067811865476,9.0,11.0,277.50512414225204,108.38781027865923,83.94041212168236,387.2534275964143
CUS_0x10e7,2699.17,0.0,2699.17,2699.17,15.625,1.7677669529663689,15,20,19.375,1.5059406173077154,17.0,22.0,17.915,2.232071427428535,13.04,19.04,6.625,1.7677669529663689,6.0,11.0,367.1967302255508,125.4803796201372,163.45234871629748,538.8693876732852
CUS_0x10eb,677.4,0.0,677.4,677.4,7.125,1.6420805617960927,4,8,7.5,0.7559289460184544,6.0,8.0,10.59,0.7071067811865476,10.34,12.34,4.0,0.0,4.0,4.0,354.9056663526603,71.35520329131847,194.96093719291386,415.1201257264177
CUS_0x10ee,456.02,0.0,456.02,456.02,10.75,2.9154759474226504,7,15,14.125,1.3562026818605377,12.0,17.0,9.725,4.103569874424672,2.1,15.1,2.0,0.0,2.0,2.0,310.5388079527106,19.634144808086265,286.08189291326835,338.2549367415748
CUS_0x10f9,1138.36,0.0,1138.36,1138.36,7.75,0.7071067811865478,6,8,0.25,0.7071067811865476,0.0,2.0,10.365,2.1001700611413074,6.49,11.49,0.0,0.0,0.0,0.0,1092.9957011815268,360.84129654559194,440.49752321017473,1377.6558647395425
CUS_0x10fd,226.37,0.0,226.37,226.37,14.125,1.885091888628093,11,18,3.875,1.3562026818605375,1.0,6.0,5.245,3.814914340921881,-2.38,10.62,1.5,0.9258200997725514,1.0,3.0,321.1368120367084,67.6711890166069,196.52917154110585,406.7008382318664
CUS_0x10ff,684.05,0.0,684.05,684.05,7.0,1.6035674514745466,4,8,20.0,1.3093073414159542,19.0,22.0,10.63,2.4494897427831783,4.630000000000001,11.63,2.0,2.138089935299395,0.0,4.0,263.59598396746264,40.649976519909984,228.503428438504,332.2321185120341
CUS_0x1100,2169.75,0.0,2169.75,2169.75,55.0,0.0,55,55,20.25,0.7071067811865476,20.0,22.0,19.675,1.7677669529663687,19.05,24.05,11.0,2.1380899352993947,9.0,13.0,476.24415303443436,43.37587599083982,388.3957408578693,523.1105201833802
CUS_0x1107,2717.85,0.0,2717.85,2717.85,39.125,2.1001700611413083,36,41,24.375,1.1877349391654206,22.0,25.0,2.46,0.0,2.46,2.46,13.5,2.672612419124244,11.0,16.0,201.06528214711983,97.19020509523287,73.72700892491113,290.29328098074836
CUS_0x1108,337.9,0.0,337.9,337.9,11.125,3.2705394924123103,5,15,7.75,1.3887301496588271,5.0,10.0,8.07,2.7124053637210745,2.3200000000000003,12.32,3.5,1.4142135623730951,0.0,4.0,829.1726640853917,251.15444274736976,398.99323109946886,1110.966500934374
CUS_0x1109,1957.32,0.0,1957.32,1957.32,23.75,2.187627547301936,19,26,11.125,1.3562026818605377,9.0,12.0,11.065,1.7677669529663687,6.69,11.69,10.5,0.9258200997725521,9.0,11.0,492.2757110901774,167.44102289388937,83.52925399516606,599.0396183444677
CUS_0x1119,2161.23,0.0,2161.23,2161.23,16.125,1.8850918886280923,15,20,18.25,0.8864052604279185,17.0,20.0,15.48,2.866057521105554,10.73,20.73,10.25,2.3145502494313788,9.0,14.0,464.2893522485326,106.84451726859638,289.6163414941386,581.1770505079469
CUS_0x111b,762.48,0.0,762.48,762.48,4.375,2.38671920665766,0,8,11.375,1.407885953173359,9.0,14.0,10.175,2.474873734152916,4.050000000000002,11.05,5.5,2.0701966780270626,3.0,7.0,467.25234181366403,130.44450926197624,186.61820273684376,585.4946273384543
CUS_0x111c,4439.92,0.0,4439.92,4439.92,52.125,1.1259916264596042,50,54,15.125,1.3562026818605377,13.0,18.0,1.955,3.2486260832190936,-3.42,8.58,7.0,0.0,7.0,7.0,350.335207635248,89.86808786356336,224.95199780093017,467.0376168289717
CUS_0x1123,2375.88,0.0,2375.88,2375.88,26.125,1.8850918886280927,23,30,15.25,1.164964745021435,14.0,18.0,9.43,0.7071067811865476,7.68,9.68,13.0,1.0690449676496971,12.0,14.0,286.97321597419887,37.367466589205414,213.24198549434612,311.10389311159264
CUS_0x112d,2390.37,0.0,2390.37,2390.37,47.875,0.8345229603962795,46,49,10.375,1.1877349391654208,8.0,11.0,9.27,0.0,9.27,9.27,6.375,0.5175491695067655,6.0,7.0,279.19716464100725,39.086099952990736,209.82329725402462,325.75185402143984
CUS_0x112e,660.26,0.0,660.26,660.26,13.25,0.7071067811865476,13,15,9.5,1.069044967649698,7.0,10.0,1.71,0.0,1.71,1.71,2.0,0.0,2.0,2.0,270.5502004590295,44.82090486120071,201.63426487440918,323.62608111141714
CUS_0x112f,1069.19,0.0,1069.19,1069.19,0.875,0.3535533905932738,0,1,2.875,1.1259916264596033,1.0,5.0,3.44,0.0,3.44,3.44,5.75,2.3145502494313783,2.0,7.0,374.33620453283123,244.4178228925996,51.16385242190506,731.5123301680043
CUS_0x1130,1056.3,0.0,1056.3,1056.3,23.25,0.7071067811865477,23,25,13.25,1.3887301496588271,11.0,15.0,9.625,1.0606601717798212,9.25,12.25,2.0,0.0,2.0,2.0,942.4097216597892,455.2261692383004,282.87021730052203,1307.7702930432933
CUS_0x1132,1447.57,0.0,1447.57,1447.57,28.125,0.8345229603962799,27,30,17.375,1.7677669529663689,14.0,20.0,9.33,0.7071067811865476,7.58,9.58,7.25,0.7071067811865476,7.0,9.0,346.78962492201305,99.84567511359266,130.4623733117972,471.97730283428336
CUS_0x1134,168.35,0.0,168.35,168.35,1.5,1.4142135623730951,1,5,3.875,0.3535533905932739,3.0,4.0,6.99,0.0,6.99,6.99,4.375,1.0606601717798212,4.0,7.0,314.91410418185427,49.06804029015929,220.11200831325752,358.16951047103043
CUS_0x1135,727.88,0.0,727.88,727.88,6.0,0.0,6,6,5.75,0.7071067811865476,4.0,6.0,2.16,1.4142135623730951,-1.34,2.66,6.625,1.0606601717798212,4.0,7.0,551.409778871407,81.44980424855989,423.4479988281629,652.0971319264687
CUS_0x1136,1271.23,0.0,1271.23,1271.23,43.0,1.9272482233188635,39,44,11.75,0.7071067811865478,10.0,12.0,9.89,0.0,9.89,9.89,11.0,0.0,11.0,11.0,290.6902698591739,111.60229006173417,104.89644263000065,389.65078018477476
CUS_0x1138,242.75,0.0,242.75,242.75,14.625,1.7677669529663687,14,19,3.375,1.0606601717798212,3.0,6.0,3.785,1.5059406173077154,0.16000000000000014,5.16,4.5,0.9258200997725514,4.0,6.0,1008.8925788217666,401.00456294516323,205.78797101006901,1369.0051245064599
CUS_0x1139,1320.61,0.0,1320.61,1320.61,17.625,1.0606601717798212,15,18,18.625,1.5979898086569353,16.0,21.0,20.825,2.2638462845343543,19.45,24.45,6.0,0.0,6.0,6.0,694.8674750561687,311.9053189869312,149.6763588892671,993.2702104053913
CUS_0x113e,1976.63,0.0,1976.63,1976.63,36.5,1.3093073414159542,35,39,17.0,1.6035674514745464,14.0,20.0,5.105,1.7677669529663689,4.48,9.48,11.0,0.0,11.0,11.0,208.49406899873694,71.89654019702944,121.08885413054445,281.32621083732795
CUS_0x1140,4128.98,0.0,4128.98,4128.98,17.75,0.7071067811865472,16,18,18.875,0.83452296039628,17.0,20.0,28.635,2.386719206657661,27.01,33.010000000000005,13.5,1.4142135623730956,10.0,14.0,284.89027398004,31.140206406387186,234.633905813013,321.15025742179785
CUS_0x1144,695.12,0.0,695.12,695.12,28.75,1.9086270308410551,25,30,18.25,0.4629100498862761,18.0,19.0,11.065,2.7483761439387124,5.19,15.19,10.5,2.672612419124244,8.0,13.0,782.1238996115939,312.6481875380121,76.25273594871554,1032.4327250027918
CUS_0x1145,1263.1,0.0,1263.1,1263.1,61.0,0.0,61,61,25.125,1.3562026818605377,23.0,28.0,8.9,0.0,8.9,8.9,11.875,1.552647508520297,10.0,13.0,229.99957338307655,39.52099024115297,171.66943330956698,276.94393747108137
CUS_0x114a,642.42,0.0,642.42,642.42,14.125,0.35355339059327373,14,15,2.375,1.0606601717798214,2.0,5.0,10.7,3.2403703492039306,3.9499999999999993,15.95,0.0,0.0,0.0,0.0,298.72116719349737,35.547983888826536,232.45586439937637,333.4204666358396
CUS_0x114b,1049.33,0.0,1049.33,1049.33,23.625,1.505940617307715,20,25,8.875,0.8345229603962802,8.0,10.0,6.115,1.7677669529663689,5.49,10.49,1.5,0.9258200997725514,1.0,3.0,647.4607619131594,225.8771282879252,235.41521726855115,880.9558351026791
CUS_0x1151,3762.64,0.0,3762.64,3762.64,35.625,1.5979898086569355,34,39,24.0,1.3093073414159542,22.0,25.0,27.62,2.82842712474619,21.12,31.12,8.5,0.9258200997725518,7.0,9.0,242.40811246258704,38.12963718311485,177.6469634366089,295.27051547518295
CUS_0x1152,800.89,0.0,800.89,800.89,12.375,1.7677669529663689,8,13,5.25,0.7071067811865478,5.0,7.0,6.19,2.1213203435596424,5.44,11.44,1.0,0.0,1.0,1.0,348.16204607980706,73.44183644484671,211.6649343629388,433.59038898787963
CUS_0x1154,2869.83,0.0,2869.83,2869.83,43.375,1.1877349391654202,41,44,15.25,1.6690459207925605,12.0,18.0,21.14,0.0,21.14,21.14,10.0,0.0,10.0,10.0,283.3528131528727,15.898761151713115,254.0116633389747,299.7943556102215
CUS_0x1155,471.82,0.0,471.82,471.82,1.875,1.807721533549109,1,6,2.5,1.0690449676496976,0.0,3.0,3.275,3.3779748793788102,-2.35,9.65,4.75,1.3887301496588271,4.0,7.0,732.668914872293,274.84018549958,344.46005942406373,1039.2381395029854
CUS_0x1156,1971.81,0.0,1971.81,1971.81,17.625,1.0606601717798212,15,18,11.5,1.5118578920369092,9.0,14.0,9.04,0.7071067811865477,7.289999999999999,9.29,13.125,1.5526475085202969,12.0,15.0,278.70602018319425,35.48231766290793,221.50243948700583,324.3769103204485
CUS_0x115c,4453.51,0.0,4453.51,4453.51,24.125,0.83452296039628,23,26,21.5,1.6035674514745457,20.0,24.0,26.74,2.1213203435596424,25.99,31.99,8.0,0.0,8.0,8.0,190.57912498899344,72.81361801642619,26.742007496468943,250.04925154282174
CUS_0x1168,998.47,0.0,998.47,998.47,8.5,1.3093073414159542,6,10,2.75,0.8864052604279185,1.0,4.0,10.975,1.8850918886280923,7.85,14.85,4.0,0.0,4.0,4.0,305.5056932757758,212.93846717195038,58.38547176188649,666.8593071560448
CUS_0x1169,1316.45,0.0,1316.45,1316.45,7.0,1.927248223318863,6,11,5.875,1.8077215335491092,3.0,9.0,4.625,2.4748737341529163,-1.5,5.5,2.625,1.0606601717798212,0.0,3.0,619.5278940397891,277.9047174988134,61.748815026064904,863.0014048540526
CUS_0x117d,1340.31,0.0,1340.31,1340.31,13.5,1.4142135623730954,10,14,0.375,0.7440238091428449,0.0,2.0,2.735,3.563204817496262,-1.39,9.61,4.0,0.0,4.0,4.0,405.6882290675741,229.40645282169052,10.006198484772312,640.3175220841408
CUS_0x117f,1405.22,0.0,1405.22,1405.22,13.875,1.125991626459603,12,16,7.5,1.6903085094570331,5.0,10.0,11.395,0.35355339059327384,10.52,11.52,1.5,1.4142135623730951,1.0,5.0,475.5188574065553,178.097338454743,257.12308031791315,742.9737211272934
CUS_0x1182,433.68,0.0,433.68,433.68,4.25,0.8864052604279185,3,6,7.5,1.0690449676496976,7.0,10.0,4.385,1.0606601717798212,4.01,7.01,4.5,2.0701966780270626,2.0,6.0,1043.7677107518084,248.07939925232847,462.39693649748716,1235.984847336374
CUS_0x1183,945.29,0.0,945.29,945.29,13.125,0.3535533905932738,13,14,2.125,0.3535533905932738,2.0,3.0,11.49,0.0,11.49,11.49,1.25,0.7071067811865476,1.0,3.0,814.8310739515637,301.8614475041994,214.15098506828826,1086.8588235056782
CUS_0x1184,707.29,0.0,707.29,707.29,9.25,1.4880476182856899,6,10,8.75,0.7071067811865475,7.0,9.0,5.99,2.1213203435596424,0.7400000000000002,6.74,4.0,0.0,4.0,4.0,309.0269604181879,11.609715383185629,296.06071775677094,326.71023047581383
CUS_0x1185,2422.18,0.0,2422.18,2422.18,24.875,1.4577379737113256,22,27,9.875,1.7268882005337975,7.0,12.0,13.79,2.1213203435596424,13.04,19.04,9.25,0.7071067811865476,9.0,11.0,291.12547036402117,29.588384491535148,234.66761667340165,325.92227029891984
CUS_0x1190,809.59,0.0,809.59,809.59,29.125,1.8850918886280925,26,33,19.25,0.7071067811865477,19.0,21.0,4.775,1.8850918886280927,0.9000000000000004,7.9,2.5,2.0701966780270626,1.0,5.0,420.24318470402767,70.19929096878823,322.82747851980764,507.684897575978
CUS_0x1192,1275.32,0.0,1275.32,1275.32,16.0,0.0,16,16,13.25,1.388730149658827,11.0,16.0,6.795,1.9594095320493148,3.67,8.67,5.25,2.3145502494313788,4.0,9.0,312.12262298261754,42.68336393869323,249.70372070651797,368.5567905306901
CUS_0x1193,886.59,0.0,886.59,886.59,27.625,1.5059406173077154,24,29,13.0,1.6035674514745464,10.0,16.0,1.835,1.0606601717798212,1.46,4.46,3.75,0.7071067811865476,2.0,4.0,387.5250949707807,66.54016800822113,253.99827143406358,436.0520664743164
